popularity,votes,premiere_year,genre,country_origin,original_language,rating_label
75.5587,1708,1997,"Sci-Fi & Fantasy, Action & Adventure","Canada, United States",English,good
6.7059,1686,2016,"Comedy, Drama",United Kingdom,English,good
3.8585,954,2015,"Comedy, Drama",South Korea,Korean,good
5.5346,634,2009,"Animation, Action & Adventure, Drama",Japan,Japanese,good
36.6714,3844,2014,"Drama, Mystery",United States,English,good
8.7428,622,2015,"Animation, Drama, Sci-Fi & Fantasy",Japan,Japanese,good
42.8256,1212,2015,Drama,United States,English,good
9.043,228,2021,"Animation, Mystery, Action & Adventure",Japan,Japanese,good
13.804,277,2019,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
2.2082,308,2013,"Drama, Sci-Fi & Fantasy, Comedy, Crime",Colombia,Spanish,good
11.3337,814,2021,"Drama, Western",United States,English,good
4.4796,354,2019,"Comedy, Drama",South Korea,Korean,good
20.4274,1129,2014,"Comedy, Family, Kids, Drama",United States,English,good
30.7373,1451,2018,"Drama, Comedy",United States,English,good
20.0648,2442,2014,"Animation, Drama, Sci-Fi & Fantasy",Japan,Japanese,good
29.3249,1236,2005,Comedy,United States,English,good
2.8676,300,2008,"Drama, Comedy",Spain,Spanish,good
7.0393,325,2024,"Animation, Action & Adventure",United States,English,good
5.3617,323,2008,"Animation, Drama, Action & Adventure, Sci-Fi & Fantasy, Mystery",Japan,Japanese,good
4.4794,1506,2020,"Drama, Mystery, Crime",United States,English,good
40.7277,3404,2011,"Drama, Mystery, Sci-Fi & Fantasy",United States,English,good
4.6682,324,2023,Drama,United States,English,good
8.1232,885,2020,"Sci-Fi & Fantasy, Drama",South Korea,Korean,good
10.3227,831,2004,"Animation, Action & Adventure, Sci-Fi & Fantasy, Kids",United States,English,good
11.3318,1154,2014,"Animation, Drama, Action & Adventure",Japan,Japanese,good
4.7415,527,2019,"Drama, Action & Adventure, Comedy",United States,English,good
29.3107,532,1999,Drama,United States,English,good
9.2152,262,2011,"Animation, Comedy, Drama",Japan,Japanese,good
13.2465,305,2022,"Mystery, Drama, Crime",South Korea,Korean,good
17.7305,1750,2022,"Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,good
6.2579,231,2015,"Animation, Drama, Sci-Fi & Fantasy",Japan,Japanese,good
10.7136,240,2021,"Animation, Drama, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
26.7598,568,2007,"Family, Drama, Comedy",Canada,English,good
2.7907,825,2019,"Comedy, Drama",Spain,Catalan,good
7.255,677,2015,"Animation, Comedy",Japan,Japanese,good
10.2379,1791,2009,"Comedy, Drama",South Korea,Korean,good
1.8546,3263,1986,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
4.7274,757,1975,Comedy,United Kingdom,English,good
9.847,500,2012,"Action & Adventure, Animation, Sci-Fi & Fantasy, Kids",United States,English,good
13.1244,534,1993,"Drama, Comedy, Family",United States,English,good
2.8975,887,2020,"Animation, Comedy, Sci-Fi & Fantasy, Mystery",United States,English,good
18.7745,2505,2020,"Comedy, Drama",South Korea,Korean,good
17.9508,1509,2020,"Sci-Fi & Fantasy, Action & Adventure",South Korea,Korean,good
9.1025,1457,2017,"Animation, Sci-Fi & Fantasy, Drama",United States,English,good
5.2728,2018,2019,"Drama, Sci-Fi & Fantasy",South Korea,Korean,good
29.1512,5049,2015,"Crime, Drama",United States,English,good
62.9261,2922,2018,"Western, Drama",United States,English,good
11.2438,547,2013,"Animation, Comedy, Drama",Japan,Japanese,good
18.9997,2733,2013,"Drama, Crime",United States,English,good
10.9623,996,2000,"Animation, Action & Adventure",Japan,Japanese,good
7.6723,576,2018,Drama,United States,English,good
4.9795,255,2017,"Animation, Comedy, Drama",Japan,Japanese,good
8.992,520,2000,Drama,United States,English,good
51.2693,2204,1989,Comedy,United States,English,good
18.7658,333,2016,"Action & Adventure, Animation, Comedy, Kids, Sci-Fi & Fantasy, Family",Japan,Japanese,good
10.4164,1067,1985,"Animation, Sci-Fi & Fantasy, Action & Adventure, Kids",United States,English,good
16.0155,1404,2005,"Action & Adventure, Drama",United States,English,good
4.3603,1401,2020,Documentary,United States,English,good
25.5525,1482,2009,"Crime, Drama, Mystery",United States,English,good
6.2177,668,1969,Comedy,United Kingdom,English,good
28.3813,1877,2015,"Action & Adventure, Drama, War & Politics",United Kingdom,English,good
4.7624,245,2015,"Animation, Comedy, Mystery",Japan,Japanese,good
10.6082,342,2020,"Crime, Drama",United States,English,good
4.4816,282,2013,"Comedy, Documentary",United States,English,good
9.8947,990,2021,"Crime, Drama, Mystery",South Korea,Korean,good
7.9229,656,2014,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",Japan,Japanese,good
8.1059,642,1997,"Comedy, Animation",United States,English,good
4.5788,321,2022,Comedy,Colombia,Spanish,good
20.8678,19135,2017,"Crime, Drama",Spain,Spanish,good
4.1661,724,2021,"Animation, Mystery, Action & Adventure",Japan,Japanese,good
5.2939,413,2020,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
9.1487,790,2021,"Animation, Comedy, Drama",Japan,Japanese,good
6.0738,566,2020,"Drama, Crime, Mystery",South Korea,Korean,good
2.7787,629,2019,"Comedy, Sci-Fi & Fantasy, Soap, Family","Italy, United States",Spanish,good
14.7947,449,2012,"Crime, Drama, Mystery",United Kingdom,English,good
7.0055,402,2017,"Animation, Drama, Sci-Fi & Fantasy, War & Politics",Japan,Japanese,good
25.4711,1556,2016,Drama,United States,English,good
18.6468,3758,2019,"Animation, Sci-Fi & Fantasy",United States,English,good
7.1196,728,2015,Drama,Norway,Norwegian,good
2.5903,412,2016,Comedy,Mexico,Spanish,good
6.6243,513,2022,"Animation, Action & Adventure, Sci-Fi & Fantasy, Kids",United States,English,good
3.9937,550,2019,Drama,South Korea,Korean,good
115.0983,5065,2006,"Crime, Drama, Mystery",United States,English,good
25.8619,3065,2022,"Sci-Fi & Fantasy, Action & Adventure",United States,English,good
11.9631,980,2003,"Action & Adventure, Animation, Sci-Fi & Fantasy",Japan,Japanese,good
13.3354,1079,2010,"Animation, Mystery, Family",United States,English,good
71.5344,5443,2011,Drama,United States,English,good
5.1923,421,2011,"Animation, Drama, Mystery",Japan,Japanese,good
8.0903,272,2023,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
6.2516,585,1998,"Animation, Drama, Sci-Fi & Fantasy, Mystery",Japan,Japanese,good
11.3597,865,2010,"Animation, Action & Adventure, Sci-Fi & Fantasy, Kids",United States,English,good
3.1727,405,2007,"Animation, Sci-Fi & Fantasy, Comedy, Action & Adventure",Japan,Japanese,good
9.6958,540,2022,"Animation, Sci-Fi & Fantasy",United States,English,good
2.9519,221,2021,Documentary,Spain,Spanish,good
17.938,3099,2020,"Drama, Comedy",Turkey,Turkish,good
25.7982,7649,2019,"Comedy, Drama",United Kingdom,English,good
7.019,336,2014,"Animation, Comedy",Japan,Japanese,good
38.9366,3733,2013,"Comedy, Crime",United States,English,good
57.2649,2685,2018,"Drama, Crime, Action & Adventure",United States,English,good
4.8052,639,2014,Drama,South Korea,Korean,good
24.4486,531,2022,"Animation, Action & Adventure, Drama",Japan,Japanese,good
11.6717,669,2018,"Animation, Action & Adventure, Sci-Fi & Fantasy",United States,English,good
26.2729,656,2022,"Drama, Western",United States,English,good
9.8348,1146,2019,"Drama, Mystery",South Korea,Korean,good
16.9598,398,2008,"Animation, Comedy, Sci-Fi & Fantasy",Japan,Japanese,good
21.7215,2142,2024,"Action & Adventure, Drama",United States,English,good
3.7477,956,2019,Drama,United States,English,good
20.4392,2577,2017,"Crime, Drama",United States,English,good
7.8878,486,2020,"Animation, Mystery, Sci-Fi & Fantasy, Action & Adventure",Japan,Japanese,good
32.2637,3183,2022,"Action & Adventure, Sci-Fi & Fantasy, Drama",United States,English,good
0.4226,324,2020,Documentary,Colombia,Spanish,good
3.3526,246,2016,"Comedy, Drama",South Korea,Korean,good
167.3217,10691,2005,Drama,United States,English,good
3.4858,651,2010,"Animation, Comedy",United States,English,good
8.8348,270,2018,"Crime, Drama",United States,English,good
10.2082,237,2013,"Animation, Comedy, Drama",Japan,Japanese,good
14.615,235,2005,"Animation, Drama, Mystery, Sci-Fi & Fantasy",Japan,Japanese,good
8.5408,518,1995,Drama,United Kingdom,English,good
5.7279,224,2020,"Animation, Kids, Action & Adventure",United States,English,good
14.6784,1682,2010,"Comedy, Kids",United States,English,good
32.9261,6754,2018,"Action & Adventure, Drama, Comedy",United States,English,good
3.5309,201,2017,"Documentary, War & Politics",United States,English,good
15.7734,2213,2012,"Animation, Action & Adventure, Sci-Fi & Fantasy",United States,English,good
5.5636,277,2019,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy, War & Politics",Japan,Japanese,good
21.0361,1677,2004,"Sci-Fi & Fantasy, Action & Adventure, Drama","Canada, United Kingdom, United States",English,good
5.4756,404,2002,"Action & Adventure, Animation, Crime, Sci-Fi & Fantasy",Japan,Japanese,good
19.5335,1518,2018,"Drama, Action & Adventure",United States,English,good
11.0438,12419,2021,"Sci-Fi & Fantasy, Mystery, Drama",United States,English,good
71.0301,3350,2005,"Crime, Drama",United States,English,good
6.8067,240,2020,"Animation, Action & Adventure, Sci-Fi & Fantasy, War & Politics",Japan,Japanese,good
23.0252,4088,2014,"Action & Adventure, Drama, Crime",United States,English,good
4.0999,347,2020,"Drama, Comedy",South Korea,Korean,good
2.9734,242,2004,"Crime, Mystery, Drama",Colombia,Spanish,good
20.3252,294,2021,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
36.5287,271,2003,"Documentary, Drama, Crime",Canada,English,good
8.4652,621,2008,"Animation, Comedy, Drama",Japan,Japanese,good
1.0327,373,2019,Soap,Mexico,Spanish,good
4.7759,918,2003,"Action & Adventure, Drama, Sci-Fi & Fantasy",Canada,English,good
8.1202,751,2010,"Action & Adventure, Animation, Sci-Fi & Fantasy, Family",United States,English,good
4.8482,207,1982,"Action & Adventure, Animation, Sci-Fi & Fantasy",Japan,Japanese,good
4.2665,261,2021,"Family, Drama, Mystery, Sci-Fi & Fantasy",United States,English,good
5.8109,298,2021,"Animation, Comedy, Sci-Fi & Fantasy, Action & Adventure",Japan,Japanese,good
4.6966,411,2016,"Crime, Drama",Argentina,Spanish,good
1.0788,227,1999,Drama,Colombia,Spanish,good
5.9094,726,2020,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
61.5809,4286,2001,"Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,good
3.9328,251,2021,"Animation, Drama",Japan,Japanese,good
3.7309,2336,2020,Drama,Mexico,Spanish,good
27.3336,2257,2016,Drama,"United Kingdom, United States",English,good
9.3697,286,2021,Drama,South Korea,Korean,good
5.6004,551,2001,"Action & Adventure, Animation, Sci-Fi & Fantasy",United States,English,good
8.7311,1311,2004,"Animation, Comedy, Reality",United States,English,good
6.0999,1539,2021,"Drama, Mystery, Crime",United States,English,good
6.197,232,2006,"Animation, Comedy, Drama",Japan,Japanese,good
9.4936,3672,2018,"Mystery, Sci-Fi & Fantasy, Drama",United States,English,good
31.5703,2731,2014,"Drama, Sci-Fi & Fantasy",United States,English,good
1.4408,283,2019,Drama,Mexico,Spanish,good
5.5973,591,2006,"Animation, Sci-Fi & Fantasy, Comedy, Kids","Canada, United States",English,good
10.0565,330,2024,"Crime, Drama, Mystery",United States,English,good
18.6371,1581,1999,"Animation, Family, Sci-Fi & Fantasy, Comedy, Kids",United States,English,good
11.6892,5132,2015,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
11.8225,709,2018,"Animation, Comedy, Drama",Japan,Japanese,good
11.1976,1094,2021,"Animation, Action & Adventure, Sci-Fi & Fantasy",United States,English,good
9.9812,395,1970,"Comedy, Family",Mexico,Spanish,good
18.6743,2003,2012,"Animation, Sci-Fi & Fantasy, Action & Adventure",Japan,Japanese,good
9.4504,426,2007,"Animation, Comedy, Kids",United States,English,good
37.2751,2227,2007,"Drama, Mystery",United States,English,good
8.9143,597,1992,"Mystery, Kids, Drama","Canada, United States",English,good
48.6096,2442,1998,"Comedy, Drama, Mystery, Sci-Fi & Fantasy",United States,English,good
25.4155,811,2024,"Drama, Action & Adventure, Mystery",United Kingdom,English,good
8.1091,826,1999,"Drama, Comedy",United States,English,good
3.2456,384,2020,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",United States,English,good
6.3323,490,1995,"Animation, Comedy",Japan,Japanese,good
0.6054,757,2002,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy, Kids, Family",United States,English,good
17.7142,12091,2021,"Drama, Sci-Fi & Fantasy",United States,English,good
9.8939,215,2010,"Family, Drama","Canada, United States",English,good
41.0328,519,1989,"Crime, Drama, Mystery",United Kingdom,English,good
5.3015,747,2019,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy, Drama, Family",United States,English,good
9.6892,383,2018,"Animation, Comedy",Japan,Japanese,good
2.9147,317,2013,"Animation, Comedy, Drama",Japan,Japanese,good
4.372,326,1995,Comedy,"Ireland, United Kingdom",English,good
18.2645,555,2023,"Drama, Comedy",South Korea,Korean,good
20.731,1531,2022,"Drama, Comedy",United States,English,good
17.012,852,2000,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",United States,English,good
10.0142,544,2024,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",Japan,Japanese,good
6.9457,830,2014,"Comedy, Animation",United States,English,good
4.9476,229,1988,"Action & Adventure, Family, Sci-Fi & Fantasy, Drama",United Kingdom,English,good
13.3652,1737,2005,"Animation, Sci-Fi & Fantasy, Action & Adventure, Comedy, Kids",United States,English,good
11.2481,1510,2006,Comedy,United Kingdom,English,good
5.9067,208,2018,Comedy,United States,English,good
115.5916,3095,2011,"Drama, Comedy",United States,English,good
11.5711,1278,1992,"Kids, Sci-Fi & Fantasy, Animation, Action & Adventure",United States,English,good
10.9368,584,1999,"Animation, Action & Adventure, Sci-Fi & Fantasy",United States,English,good
63.8873,2227,2022,"Mystery, Drama, Sci-Fi & Fantasy",United States,English,good
21.7535,4911,2015,"Crime, Drama, Action & Adventure",United States,English,good
22.2434,699,2010,"Animation, Comedy, Sci-Fi & Fantasy, Kids","Canada, United States",English,good
4.056,329,1986,"Animation, Action & Adventure, Sci-Fi & Fantasy, Kids",United States,English,good
6.3488,207,2015,"Crime, Drama",France,French,good
5.4704,322,2013,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
3.9539,445,2021,"Sci-Fi & Fantasy, Animation, Action & Adventure",United States,English,good
24.9087,3059,2017,"Drama, Sci-Fi & Fantasy",United States,English,good
5.6344,451,2019,"Animation, Drama",Japan,Japanese,good
9.1153,509,2013,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",Japan,Japanese,good
4.694,267,2007,"Comedy, Drama",South Korea,Korean,good
5.6161,394,2002,"Kids, Comedy, Animation","United States, Mexico",English,good
15.6979,474,2018,Drama,United States,English,good
6.3475,612,2007,"Drama, Action & Adventure, Family",Spain,Spanish,good
5.3932,220,2019,"Drama, Crime",Brazil,Portuguese,good
10.0237,574,2019,Documentary,United Kingdom,English,good
8.0518,1530,2017,"Animation, Mystery, Crime",Japan,Japanese,good
16.5157,404,2005,"Action & Adventure, Comedy, Animation",United States,English,good
6.2129,598,2021,"Comedy, Drama",South Korea,Korean,good
5.9127,321,2016,"Drama, Comedy",South Korea,Korean,good
9.9968,553,2007,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
1.5923,313,2017,"Action & Adventure, Comedy","Mexico, United States",Spanish,good
8.3085,1082,2005,"Comedy, Family, Kids",Mexico,Spanish,good
34.9922,2647,2008,"Sci-Fi & Fantasy, Drama, Mystery",United States,English,good
7.1632,283,2019,Drama,United States,English,good
3.778,670,2020,"Crime, Drama",South Korea,Korean,good
3.5079,219,2024,Drama,Brazil,Portuguese,good
8.7418,653,2014,"Animation, Sci-Fi & Fantasy",Japan,Japanese,good
23.2766,1800,2014,Comedy,United States,English,good
11.5036,909,2010,"Animation, Action & Adventure, Drama, Sci-Fi & Fantasy",Japan,Japanese,good
21.4099,810,2002,"Crime, Drama, Action & Adventure",United States,English,good
42.975,5437,2005,Comedy,United States,English,good
8.37,344,2007,"Action & Adventure, Animation, Drama, Sci-Fi & Fantasy",Japan,Japanese,good
5.3954,231,2006,"Animation, Sci-Fi & Fantasy, Action & Adventure",Japan,Japanese,good
17.812,1336,2007,"Drama, Comedy",United Kingdom,English,good
4.3885,334,2018,"Sci-Fi & Fantasy, Drama, Mystery",South Korea,Korean,good
13.6968,2885,2017,"Action & Adventure, Crime, Drama",United States,English,good
6.1702,276,2021,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
1.9617,272,2020,"Comedy, Drama",United States,English,good
37.5661,2518,2020,"Mystery, Drama, Action & Adventure",Japan,Japanese,good
17.9281,272,2007,Comedy,Spain,Spanish,good
29.0632,1792,2023,"Sci-Fi & Fantasy, Drama",United States,English,good
7.0789,345,2021,"Animation, Comedy, Mystery, Sci-Fi & Fantasy",Japan,Japanese,good
4.9882,693,2020,"Animation, Mystery, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
14.8646,795,2011,"Drama, Action & Adventure",Turkey,Turkish,good
4.3754,1103,2019,"Sci-Fi & Fantasy, Mystery, Drama",United States,English,good
8.8133,648,2010,"Animation, Action & Adventure, Comedy, Kids",United States,English,good
4.1118,1160,2003,Drama,South Korea,Korean,good
13.3166,884,2004,"Western, Crime, Drama",United States,English,good
27.7014,1388,2007,Drama,United States,English,good
9.588,308,2012,"Family, Drama, Comedy, Soap",Argentina,Spanish,good
4.8827,202,2017,"Animation, Comedy",Japan,Japanese,good
31.974,1121,2010,Drama,United Kingdom,English,good
6.4539,916,2021,"Comedy, Animation",United States,English,good
5.4234,1256,2020,Drama,United Kingdom,English,good
28.496,1892,1997,"Sci-Fi & Fantasy, Comedy, Drama, Action & Adventure",United States,English,good
15.5283,1426,2023,"Action & Adventure, Sci-Fi & Fantasy",United States,English,good
0.9155,256,2023,"Animation, Comedy, Drama",Italy,Italian,good
4.3457,521,2020,"Family, Animation, Comedy, Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,good
20.2124,235,1984,"Crime, Drama, Mystery",United Kingdom,English,good
12.6917,347,2023,"Animation, Drama, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
31.0452,1009,2022,Drama,United States,English,good
16.7862,255,2018,"Animation, Action & Adventure, Family, Kids, Comedy",United States,English,good
8.4236,2549,2018,"Mystery, Drama",United States,English,good
13.5215,441,2019,"Crime, Drama, Mystery",United States,English,good
6.8357,272,2005,"Animation, Sci-Fi & Fantasy, Action & Adventure",Japan,Japanese,good
4.5112,257,2022,"Soap, Drama",Colombia,Spanish,good
7.4041,345,2012,"Animation, Mystery, Comedy",Japan,Japanese,good
6.8986,277,2011,"Family, Mystery, Sci-Fi & Fantasy","Belgium, United States, United Kingdom",English,good
10.5546,1052,2005,Comedy,United States,English,good
5.0207,354,2011,"Comedy, Action & Adventure, Sci-Fi & Fantasy, Mystery, Kids, Family","Canada, United States",English,good
4.8512,223,2006,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",Japan,Japanese,good
7.2756,1286,2012,"Soap, Drama, Mystery, Crime",Brazil,Portuguese,good
3.9794,413,2003,Comedy,United States,English,good
41.0456,5881,2011,"Drama, Mystery, Sci-Fi & Fantasy",United States,English,good
57.6068,776,1971,"Crime, Drama",United States,English,good
4.2241,244,2019,"Drama, Comedy",South Korea,Korean,good
8.5981,215,2018,Drama,Italy,Italian,good
2.4898,254,2017,"Comedy, Drama, Animation",Japan,Japanese,good
12.6493,293,2018,"Animation, Action & Adventure, Comedy",Japan,Japanese,good
20.5733,2761,2017,"Drama, Crime",United States,English,good
16.0238,1082,2020,"Drama, Comedy",United States,English,good
7.3293,394,1996,"Family, Comedy, Kids",United States,English,good
9.4168,1342,2018,"Animation, Action & Adventure, Crime, Drama",Japan,Japanese,good
19.1501,264,2013,"Crime, Drama, Mystery",United Kingdom,English,good
9.1315,406,2012,"Animation, Comedy",Japan,Japanese,good
15.7505,1038,2001,Drama,United States,English,good
120.9658,7376,2013,"Action & Adventure, Drama, War & Politics",Canada,English,good
6.376,706,2014,"Animation, Sci-Fi & Fantasy, Action & Adventure, Comedy",Japan,Japanese,good
6.6614,475,1998,"Sci-Fi & Fantasy, Action & Adventure, Animation",Japan,Japanese,good
70.9869,17325,2010,"Action & Adventure, Drama, Sci-Fi & Fantasy",United States,English,good
7.4438,291,2017,"Comedy, Action & Adventure, Drama",South Korea,Korean,good
11.3198,533,2011,"Animation, Comedy, Family, Kids","Denmark, United States",English,good
20.5376,2737,2019,"Drama, Sci-Fi & Fantasy, Action & Adventure",United States,English,good
7.339,293,2014,"Drama, Crime",South Korea,Korean,good
16.8143,267,2025,"Animation, Comedy, Action & Adventure",Japan,Japanese,good
30.3116,495,2009,"Animation, Comedy, Drama, Mystery",Japan,Japanese,good
5.0243,450,2020,"Sci-Fi & Fantasy, Comedy, Drama",South Korea,Korean,good
6.1656,348,2018,"Comedy, Drama",United Kingdom,English,good
49.6298,2543,2022,"Action & Adventure, Drama, Crime",United States,English,good
20.1562,654,2011,"Crime, Mystery, Drama",Sweden,Swedish,good
32.6693,1921,2011,"Drama, Action & Adventure, Crime, Sci-Fi & Fantasy",United States,English,good
0.9989,559,2020,"Comedy, Drama",Mexico,Spanish,good
4.6719,310,1996,"Animation, Action & Adventure",Canada,English,good
7.7988,459,2010,"Action & Adventure, Animation, Kids",United States,English,good
12.689,462,1994,"Animation, Sci-Fi & Fantasy, Action & Adventure",United States,English,good
13.6472,888,2017,"Drama, Soap",United States,English,good
4.0712,374,2015,"Comedy, Drama",South Korea,Korean,good
7.3892,225,2002,"Animation, Comedy, Drama, Sci-Fi & Fantasy",Japan,Japanese,good
27.6392,1817,2005,"Sci-Fi & Fantasy, Mystery, Drama",United States,English,good
61.4967,5669,2005,"Action & Adventure, Crime, Drama",United States,English,good
11.4416,1820,2020,"Comedy, Drama",United States,English,good
11.0249,529,2021,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
16.94,4489,2021,"Animation, Action & Adventure, Sci-Fi & Fantasy",United States,English,good
27.9661,1232,1993,"Comedy, Family",United States,English,good
14.1563,1066,2005,Comedy,United States,English,good
9.6463,861,2022,"Drama, Crime",United States,English,good
2.5311,252,2012,"Comedy, Family","Mexico, Venezuela",Spanish,good
30.5093,3041,2020,Drama,United States,English,good
7.8471,1634,2020,"Drama, Crime",United States,English,good
23.4404,220,2022,"Animation, Comedy, Sci-Fi & Fantasy, Action & Adventure",Japan,Japanese,good
7.4064,1169,2017,"Drama, Comedy",United States,English,good
10.3425,674,2012,Drama,United States,English,good
14.6524,881,2017,"Comedy, Drama",United States,English,good
1.7557,899,2009,Drama,Mexico,Spanish,good
7.3537,215,2000,"Action & Adventure, Animation, Sci-Fi & Fantasy, Kids",United States,English,good
21.9148,2656,2015,"Drama, Mystery, Sci-Fi & Fantasy",United States,English,good
14.2535,278,2020,Drama,Turkey,Turkish,good
11.069,211,2023,"Drama, Sci-Fi & Fantasy, Comedy",South Korea,Korean,good
8.4112,704,2015,"Animation, Comedy",Japan,Japanese,good
5.7705,432,2012,"Drama, Comedy, Soap",Mexico,Spanish,good
3.4564,201,2019,"Comedy, Family","Mexico, United States",Spanish,good
4.1389,338,2019,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
18.6556,994,2001,"Animation, Comedy, Kids",United States,English,good
4.3541,230,2020,Drama,South Korea,Korean,good
12.6684,701,2019,"Drama, Crime",United States,English,good
15.5555,1692,2013,"Drama, Crime, Mystery",United States,English,good
19.545,3091,2015,"Crime, Drama",United States,English,good
14.5149,879,1999,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
3.8093,614,2006,"Soap, Comedy, Drama",Mexico,Spanish,good
4.7079,561,2000,Comedy,United Kingdom,English,good
7.8742,396,2013,"Comedy, Family, Drama",United States,English,good
7.1909,376,1997,"Action & Adventure, Mystery, Animation, Kids",United States,English,good
11.2576,1032,2019,Drama,Turkey,Turkish,good
51.4367,1514,2017,"Crime, Action & Adventure, Drama",United States,English,good
28.07,785,2023,"Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,good
59.8463,301,2024,Drama,United States,English,good
5.7228,540,2021,"Drama, Mystery, Sci-Fi & Fantasy",South Korea,Korean,good
19.1053,2606,2021,"Drama, Sci-Fi & Fantasy",United States,English,good
4.4596,800,2007,"Comedy, Drama, Kids, Family",Mexico,Spanish,good
6.2236,266,2018,"Sci-Fi & Fantasy, Animation, Drama",Japan,Japanese,good
50.6861,2832,2017,"Comedy, Family, Drama",United States,English,good
3.8549,251,2022,"Comedy, Drama",Argentina,Spanish,good
17.376,1726,2021,"Comedy, Drama",United States,English,good
11.8979,537,2014,"Crime, Drama",Italy,Italian,good
5.7777,3409,2017,"Comedy, Drama, Crime",United Kingdom,English,good
30.2197,356,2024,"Drama, Crime, Mystery",United States,English,good
11.4417,556,2023,"Comedy, Drama",United States,English,good
20.0938,565,1994,"Drama, Sci-Fi & Fantasy, Action & Adventure",United States,English,good
6.3028,1501,2016,Comedy,Mexico,Spanish,good
6.14,348,2011,"Animation, Drama, Sci-Fi & Fantasy",Japan,Japanese,good
11.2,565,2018,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
63.1642,4531,2015,"Action & Adventure, Animation, Kids",France,French,good
11.796,858,2013,Drama,United States,English,good
12.9857,524,2004,"Kids, Animation, Sci-Fi & Fantasy, Action & Adventure, Mystery","United States, Italy",Italian,good
12.3027,410,1988,"Comedy, Sci-Fi & Fantasy",United Kingdom,English,good
17.9065,205,2024,"Drama, Comedy",South Korea,Korean,good
7.7229,284,2021,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",Japan,Japanese,good
8.38,407,2003,Comedy,United Kingdom,English,good
5.9738,739,1973,"Comedy, Family, Crime, Sci-Fi & Fantasy, Mystery",Mexico,Spanish,good
23.277,1674,2009,Comedy,United States,English,good
4.9935,255,2005,Comedy,Argentina,Spanish,good
8.7531,368,2008,"Sci-Fi & Fantasy, Comedy, Animation",United States,English,good
4.6694,1581,2006,"Soap, Drama",Colombia,Spanish,good
4.5458,299,2017,"Comedy, Mystery, Sci-Fi & Fantasy, Drama",South Korea,Korean,good
28.7887,1586,2017,"Action & Adventure, Drama, War & Politics",United States,English,good
19.3102,742,1989,"Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,good
4.5708,263,2017,"Comedy, Family, Drama",United States,English,good
4.4035,292,2005,"Comedy, Drama",Japan,Japanese,good
9.3809,491,2006,"Action & Adventure, Animation, Drama, Crime",Japan,Japanese,good
54.3952,2745,2010,Drama,United States,English,good
7.8116,355,2001,"Soap, Drama, Sci-Fi & Fantasy",Brazil,Portuguese,good
22.9933,1101,2004,"Sci-Fi & Fantasy, Action & Adventure, Drama","Canada, United States",English,good
2.4981,448,2013,"War & Politics, Drama",Germany,German,good
13.0298,665,2011,"Comedy, Kids, Drama, Family",United States,English,good
10.9708,251,2014,"Comedy, Mystery, Crime, Sci-Fi & Fantasy, Drama",United Kingdom,English,good
1.205,295,2017,"Animation, Drama, Sci-Fi & Fantasy, Action & Adventure",Japan,Japanese,good
27.8577,5906,2016,"Sci-Fi & Fantasy, Western",United States,English,good
6.9228,240,2010,Drama,Denmark,Danish,good
13.4989,587,2013,"Action & Adventure, Comedy, Family, Sci-Fi & Fantasy",United States,English,good
32.9441,857,2000,Comedy,United States,English,good
