popularity,votes,premiere_year,genre,country_origin,original_language,rating_label
18.9641,1177,2020,"Drama, Action & Adventure, Crime",United States,English,good
43.6983,3714,2018,Crime,United States,English,good
18.5944,795,1997,"Crime, Drama",United States,English,good
7.279,288,1981,Comedy,United Kingdom,English,good
33.9884,9287,2018,"Crime, Mystery, Drama",Spain,Spanish,good
6.7516,250,2021,"Drama, Action & Adventure, Crime",South Korea,Korean,good
6.7516,250,2021,"Drama, Action & Adventure, Crime",South Korea,Korean,good
2.584,1889,2020,"Drama, Comedy, Sci-Fi & Fantasy",United States,English,good
18.0002,1979,1973,"Comedy, Family, Drama",Mexico,Spanish,good
4.6855,458,2016,"Animation, Drama",Japan,Japanese,good
18.2841,947,1996,"Family, Animation, Comedy, Kids",United States,English,good
14.2268,679,2022,"Sci-Fi & Fantasy, Drama",United States,English,good
8.9898,292,2021,"Drama, Crime",United States,English,good
11.8085,1881,2020,"Animation, Kids, Action & Adventure, Family",United States,English,good
6.1879,332,1976,"Kids, Comedy, Family",United Kingdom,English,good
6.3864,257,2025,"Animation, Action & Adventure, Sci-Fi & Fantasy",United States,English,good
11.9838,2487,2015,"Drama, Crime",Spain,Spanish,good
27.635,1391,1966,"Sci-Fi & Fantasy, Drama",United States,English,good
2.6051,380,2009,"Comedy, Soap, Drama","Colombia, Mexico",Spanish,good
15.5259,489,2004,"Animation, Sci-Fi & Fantasy, Action & Adventure, Kids",United States,English,good
27.1583,2995,2013,Drama,United States,English,good
5.042,423,2010,"Family, Drama",Turkey,Turkish,good
21.4106,291,2008,"Animation, Sci-Fi & Fantasy",Japan,Japanese,good
154.5515,10450,1989,"Family, Animation, Comedy",United States,English,good
16.9571,1188,2010,"Crime, Drama",United States,English,good
6.9358,241,2019,"Animation, Comedy, Mystery, Family",United States,English,good
20.8396,1090,2023,"Drama, War & Politics",United States,English,good
13.3296,282,2013,"Drama, Crime",Australia,English,good
5.3405,260,2018,"Animation, Drama, Mystery, Sci-Fi & Fantasy",Japan,Japanese,good
6.3061,254,2010,"Animation, Comedy",United States,English,good
32.2569,2019,2001,Comedy,United States,English,good
11.167,288,2023,"Sci-Fi & Fantasy, Mystery, Action & Adventure, Drama",South Korea,Korean,good
5.788,215,2003,"Action & Adventure, Animation, Comedy, Kids",United States,English,good
8.306,810,2016,"Reality, Comedy, Talk",United Kingdom,English,good
10.1528,220,2005,"Animation, Drama, Sci-Fi & Fantasy",Japan,Japanese,good
8.494,351,2011,"Action & Adventure, Animation, Sci-Fi & Fantasy",Japan,Japanese,good
6.4414,345,2024,Drama,United States,English,good
15.6493,748,1993,"Animation, Kids, Comedy, Family",United States,English,good
8.0591,2172,2019,"Sci-Fi & Fantasy, Comedy, Drama",United Kingdom,English,good
6.2443,358,2023,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy","Japan, United Kingdom, United States",English,good
21.6809,1929,2009,Comedy,United States,English,good
9.8786,339,2014,"Action & Adventure, Animation, Drama, Sci-Fi & Fantasy",Japan,Japanese,good
5.2104,209,2010,"Animation, Drama, Sci-Fi & Fantasy, Mystery",Japan,Japanese,good
3.6887,749,2015,"Animation, Action & Adventure",Japan,Japanese,decent
2.3872,223,2022,"Comedy, Documentary",United States,English,good
11.1248,420,1964,"Comedy, Family",United States,English,decent
8.4915,800,2016,"Comedy, Drama",United States,English,good
10.1046,804,2018,"Crime, Drama",United States,English,good
10.4462,299,2006,Drama,United States,English,decent
4.2503,477,2021,"Crime, Drama",United States,English,good
36.7995,697,2022,"Crime, Drama, Comedy",United Kingdom,English,decent
17.4909,901,2019,"Comedy, Sci-Fi & Fantasy",United States,English,decent
2.7648,1194,2014,"Soap, Comedy, Drama, Family",Mexico,Spanish,decent
1.7486,490,2015,"Documentary, Crime",United States,English,good
7.2992,1507,2021,"Sci-Fi & Fantasy, Drama",United Kingdom,English,good
13.4015,1499,2018,Drama,Colombia,Spanish,decent
6.6793,292,2025,"Drama, Crime, Mystery","United Kingdom, United States",English,decent
3.8697,441,2022,"Animation, Sci-Fi & Fantasy, Action & Adventure",United States,English,good
13.007,583,2025,"Drama, Crime",United States,English,decent
4.6007,559,2015,"Animation, Drama, Mystery",Japan,Japanese,decent
14.7072,2769,2022,"Drama, Crime",United States,English,decent
4.4801,221,2017,"Animation, Comedy, Drama",Japan,Japanese,good
4.4829,624,2013,"Mystery, Drama, Comedy, Sci-Fi & Fantasy, Action & Adventure",United Kingdom,English,decent
5.8554,524,2021,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,good
8.9724,1212,2016,"Crime, Drama, Mystery",United States,English,decent
27.1288,723,1996,"Animation, Crime, Mystery, Comedy",Japan,Japanese,good
67.0826,1999,2009,"Drama, Crime",United States,English,good
8.2497,615,2024,"Sci-Fi & Fantasy, Drama",United States,English,decent
25.2477,2717,2010,"Drama, Mystery",United States,English,good
15.3069,791,2010,"Crime, Drama",United States,English,decent
117.265,6389,2019,"Drama, Action & Adventure",United States,English,good
12.1191,221,2022,"Crime, Drama",United States,English,decent
8.4225,826,2021,Drama,United States,English,decent
22.4825,1505,2007,"Comedy, Kids",United States,English,good
3.8855,224,2022,"Sci-Fi & Fantasy, Action & Adventure, Drama",South Korea,Korean,decent
3.3903,597,2018,Drama,Mexico,Spanish,good
6.1392,235,2012,"Sci-Fi & Fantasy, Drama, Mystery",United Kingdom,English,decent
25.2279,1300,2013,"Crime, Drama",United States,English,good
7.2273,266,2007,"Crime, Mystery, Drama",Denmark,Danish,good
4.9316,287,1997,"Action & Adventure, Animation, Drama, Sci-Fi & Fantasy",United States,English,good
5.1223,441,2025,"Drama, Comedy",Mexico,Spanish,decent
15.2851,626,2019,"Crime, Drama, Action & Adventure, Western",United States,English,good
10.9382,362,2002,"Soap, Drama",Argentina,Spanish,decent
6.1477,620,2023,Drama,United States,English,good
10.0625,1013,2022,"Action & Adventure, Drama",United States,English,decent
10.5867,666,2023,"Action & Adventure, Drama, Sci-Fi & Fantasy",United States,English,good
7.6495,346,1991,"Animation, Action & Adventure, Mystery","Canada, France",French,good
14.2767,1831,2016,"Sci-Fi & Fantasy, Comedy",United States,English,decent
13.5163,1083,2016,"Soap, Family, Comedy, Mystery",Argentina,Spanish,good
25.1628,316,2014,"Animation, Comedy",United States,English,good
7.8058,512,2000,"Kids, Animation, Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,good
10.3271,508,1983,Comedy,United Kingdom,English,good
5.5856,1268,2020,"Action & Adventure, Drama, Sci-Fi & Fantasy",United States,English,decent
14.4355,1471,1990,Comedy,United Kingdom,English,good
4.7217,306,2018,"Action & Adventure, Animation",Japan,Japanese,good
7.2325,353,2022,"Animation, Comedy, Family",United States,English,good
4.5859,791,2019,"Family, Comedy, Drama",United States,English,decent
4.2217,213,2012,"Soap, Drama",Mexico,Spanish,decent
6.7231,354,2014,"Crime, Drama, Mystery",United Kingdom,English,good
9.8922,231,2012,"Sci-Fi & Fantasy, Animation, Action & Adventure",Japan,Japanese,good
25.5011,1358,2009,"Comedy, Action & Adventure, Animation",United States,English,good
43.4704,1179,2002,"Drama, Comedy, Crime, Mystery",United States,English,good
5.8821,354,2021,Drama,South Korea,Korean,good
5.9713,338,2021,"Family, Drama, Comedy",United States,English,good
19.8465,264,2003,"Comedy, Talk",United Kingdom,English,decent
5.8482,330,2016,"Animation, Action & Adventure, Mystery",Japan,Japanese,decent
53.8358,2071,1997,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,decent
5.2992,735,2019,"Drama, Crime",United States,English,decent
5.1134,375,2007,Comedy,United States,English,decent
25.7765,753,2012,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",United States,English,decent
86.3777,4756,2004,"Mystery, Action & Adventure, Drama",United States,English,decent
6.1918,398,1972,"Action & Adventure, Animation, Sci-Fi & Fantasy",Japan,Japanese,decent
5.755,315,2004,"Animation, Mystery, Sci-Fi & Fantasy",Japan,Japanese,decent
6.1864,397,2000,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy","Japan, United States",Japanese,decent
10.8596,937,1989,"Comedy, Mystery, Crime, Sci-Fi & Fantasy",United States,English,decent
7.3436,235,2020,"Animation, Comedy, Sci-Fi & Fantasy",Japan,Japanese,decent
15.2127,415,1965,"Comedy, Sci-Fi & Fantasy",United States,English,decent
9.1822,369,2020,"Comedy, Animation",United States,English,decent
4.8453,213,2022,"Drama, Crime",South Korea,Korean,decent
24.7357,1513,1998,"Comedy, Family, Drama",United States,English,decent
6.2188,685,2021,"Sci-Fi & Fantasy, Drama",United States,English,decent
5.6428,894,2019,"Drama, Comedy, Crime",Germany,German,decent
153.7266,4058,1999,"Crime, Drama, Mystery",United States,English,decent
16.3396,1439,2021,"Drama, Crime",United States,English,decent
3.1217,212,2019,"Animation, Action & Adventure, Comedy, Drama",Japan,Japanese,decent
13.0087,1398,2018,"Crime, Drama",United States,English,decent
16.7029,1548,2003,Comedy,United States,English,decent
26.1553,942,1974,"Western, Drama, Family",United States,English,decent
4.5417,251,2011,"Animation, Sci-Fi & Fantasy, Action & Adventure",United States,English,decent
3.0893,203,2020,"Animation, Drama, Sci-Fi & Fantasy, Action & Adventure",Japan,Japanese,decent
12.7659,1437,2018,"Drama, Crime",United States,English,decent
7.7907,606,2020,"Animation, Comedy, Sci-Fi & Fantasy",Japan,Japanese,decent
10.4368,562,2019,Drama,United States,English,decent
12.9965,917,2013,"Crime, Drama, Mystery",United Kingdom,English,decent
13.2391,2369,1990,"Comedy, Family",United States,English,decent
5.7561,212,2019,"Animation, Action & Adventure, Drama, Sci-Fi & Fantasy",Japan,Japanese,decent
5.4334,244,2018,"Animation, Action & Adventure, Drama, Sci-Fi & Fantasy",Japan,Japanese,decent
4.1,242,2022,Drama,United States,English,decent
10.7766,996,2009,"Animation, Action & Adventure, Comedy, Mystery, Sci-Fi & Fantasy",Japan,Japanese,decent
11.5447,611,1995,"Sci-Fi & Fantasy, Mystery, Kids, Comedy",Canada,English,decent
10.1938,449,1964,"Comedy, Sci-Fi & Fantasy, Family",United States,English,decent
4.3722,475,1999,Comedy,United Kingdom,English,decent
0.8821,311,2021,"Drama, Crime",Spain,Spanish,decent
27.3344,669,2015,"Mystery, Drama, Crime",United States,English,decent
22.4945,3359,2013,"Crime, Drama, Soap",United States,Spanish,decent
48.0137,1993,2004,"Mystery, Drama, Comedy",United States,English,decent
4.896,252,2011,"Action & Adventure, Animation, Mystery, Sci-Fi & Fantasy",Japan,Japanese,decent
6.9758,884,2018,Drama,Italy,Italian,decent
25.7382,704,1972,"War & Politics, Drama, Comedy",United States,English,decent
4.954,307,2021,"Drama, Comedy",United States,English,decent
8.5402,526,2014,Drama,United States,English,decent
8.136,541,2024,Comedy,United States,English,decent
19.2739,880,2014,"Comedy, Drama",United States,English,decent
3.2079,255,2011,"Animation, Drama, Mystery, Sci-Fi & Fantasy, Action & Adventure",Japan,Japanese,decent
5.491,517,2020,"Sci-Fi & Fantasy, Drama, Action & Adventure",United States,English,decent
4.9317,271,2016,"Drama, Comedy, Action & Adventure",South Korea,Korean,decent
9.8614,200,2005,"Drama, Comedy, Action & Adventure, Crime",Spain,Spanish,decent
4.8335,310,2000,Comedy,"United States, United Kingdom",English,decent
36.9745,12055,2007,Comedy,United States,English,decent
4.0267,490,2020,Kids,United States,English,decent
52.3169,289,2019,"War & Politics, Action & Adventure, Drama",Turkey,Turkish,decent
20.0354,458,2010,"Crime, Drama, Mystery, Comedy",United States,English,decent
3.3867,474,2008,"War & Politics, Drama, Action & Adventure",United States,English,decent
11.1774,428,2010,"Comedy, Family, Kids",United States,English,decent
9.3164,292,2004,"Animation, Kids, Comedy, Action & Adventure",Japan,Japanese,decent
5.6508,257,2002,"Soap, Drama",Mexico,Spanish,decent
27.9275,329,2021,Comedy,United States,English,decent
4.1435,292,2018,Drama,Brazil,Portuguese,decent
3.4798,399,2017,"Sci-Fi & Fantasy, Crime, Drama, Comedy",South Korea,Korean,decent
4.0436,254,1983,"Animation, Sci-Fi & Fantasy, Comedy, Action & Adventure, Kids",United States,English,decent
49.6973,865,2018,"Crime, Action & Adventure, Drama",United States,English,decent
5.1892,227,2012,"Drama, Sci-Fi & Fantasy",South Korea,Korean,decent
2.6009,212,2021,"Comedy, Drama","United States, United Kingdom",English,decent
14.2772,282,2021,"Crime, Drama",United States,English,decent
6.832,446,2010,"Animation, Comedy, Drama, Sci-Fi & Fantasy, Action & Adventure",Japan,Japanese,decent
15.713,223,1999,"Drama, Crime",United States,English,decent
48.4192,1166,2000,"Comedy, Drama",United States,English,decent
20.5946,1603,2009,"Crime, Drama, Mystery",United States,English,decent
2.3538,231,1985,"Animation, Mystery, Comedy, Family",United States,English,decent
11.0977,338,2015,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",Japan,Japanese,decent
9.5417,318,2008,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy, Family, Kids","Canada, United States",English,decent
12.6263,1049,2018,"Comedy, Crime, Drama",United States,English,decent
5.6019,440,2003,"Sci-Fi & Fantasy, Mystery, Drama",United States,English,decent
19.315,2438,2022,"Sci-Fi & Fantasy, Drama, Action & Adventure",United States,English,decent
30.5056,958,2007,"Animation, Comedy, Family, Sci-Fi & Fantasy",United States,English,decent
3.0184,219,2016,"Comedy, Drama",South Korea,Korean,decent
6.2348,500,2021,"Drama, Sci-Fi & Fantasy",South Korea,Korean,decent
7.5206,1607,2017,Drama,United States,English,decent
5.5394,206,2017,"Family, Kids, Drama",United Kingdom,English,decent
25.4178,676,1963,"Drama, Action & Adventure, Sci-Fi & Fantasy",United Kingdom,English,decent
18.9304,2768,2018,"Drama, Action & Adventure, Sci-Fi & Fantasy",United States,English,decent
12.8312,383,2011,Comedy,United States,English,decent
4.8688,555,2001,"Action & Adventure, Animation, Mystery, Sci-Fi & Fantasy",Japan,Japanese,decent
3.2648,406,1982,"Comedy, Crime",United States,English,decent
34.0225,908,2006,"Drama, Comedy, Crime",United States,English,decent
9.4417,1390,2017,"Drama, Mystery",United Kingdom,English,decent
15.2774,238,1951,"Comedy, Family",United States,English,decent
75.575,3125,2009,Comedy,United States,English,decent
39.4622,8415,2014,"Sci-Fi & Fantasy, Action & Adventure, Drama, Crime",United States,English,decent
16.6144,493,2011,"Animation, Sci-Fi & Fantasy, Mystery, Action & Adventure",Japan,Japanese,decent
2.4813,600,1992,Drama,Mexico,Spanish,decent
24.8254,349,2004,"Comedy, Drama",United States,English,decent
27.9049,889,1993,"Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,decent
4.9183,215,1989,"Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,decent
5.4836,977,2019,"Comedy, Drama",United Kingdom,English,decent
10.0249,345,2019,"Comedy, Crime, Drama",United States,English,decent
6.9422,515,2024,"Drama, Mystery",United States,English,decent
2.2243,468,2013,Drama,United States,Spanish,decent
5.8404,226,2021,"Animation, Comedy, Sci-Fi & Fantasy",Japan,Japanese,decent
7.7311,785,2016,"Action & Adventure, Sci-Fi & Fantasy, Western","Canada, United States",English,decent
9.8874,205,2000,"Animation, Action & Adventure, Kids",Japan,Japanese,decent
5.8319,333,2001,"Animation, Action & Adventure, Drama",Japan,Japanese,decent
15.2028,656,2024,"Comedy, Drama, Crime",United Kingdom,English,decent
6.8425,284,2008,"Animation, Comedy, Sci-Fi & Fantasy",Japan,Japanese,decent
4.9675,692,2009,"Soap, Drama, Comedy",Mexico,Spanish,decent
3.4344,258,2015,"Animation, Action & Adventure",Japan,Japanese,decent
10.2173,667,2002,"Animation, Action & Adventure, Mystery",United States,English,decent
3.0756,597,2019,Drama,United States,English,decent
24.2582,319,2005,"Crime, Drama, Mystery",United States,English,decent
9.9786,227,2019,"Comedy, Sci-Fi & Fantasy",United Kingdom,English,decent
16.4136,576,1999,"Sci-Fi & Fantasy, Action & Adventure, Drama","Australia, United States",English,decent
40.9687,544,2021,"Drama, Crime",United States,English,decent
2.3578,1089,2015,"Drama, Romance, History, Soap, Mystery",Brazil,Portuguese,decent
14.9416,1006,2013,"Crime, Drama",United States,English,decent
6.8202,237,2023,"Animation, Mystery, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,decent
4.4939,221,2018,Drama,Turkey,Turkish,decent
3.8075,203,2018,"Animation, Drama, Action & Adventure, Crime, Mystery, Sci-Fi & Fantasy",Japan,Japanese,decent
6.525,334,2018,"Action & Adventure, Comedy, Sci-Fi & Fantasy, Animation",Japan,Japanese,decent
7.1543,360,2019,"Drama, Crime",United States,English,decent
10.9006,769,1999,"Animation, Comedy, Kids, Family","Canada, United States",English,decent
7.6995,1770,2015,"Mystery, Comedy",United States,English,decent
3.2592,271,2020,"Crime, Drama",United States,English,decent
8.6819,211,2023,"Animation, Sci-Fi & Fantasy, Mystery, Crime",Japan,Japanese,decent
11.9684,1806,2019,"Sci-Fi & Fantasy, Drama",United Kingdom,English,decent
9.9965,424,2015,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,decent
25.0277,706,1964,"Sci-Fi & Fantasy, Comedy, Family, Drama",United States,English,decent
56.1462,16903,2021,"Action & Adventure, Mystery, Drama",South Korea,Korean,decent
20.7089,960,1999,"Sci-Fi & Fantasy, Drama",United States,English,decent
1.4948,1081,2001,"Comedy, Drama",Colombia,Spanish,decent
1.878,290,2021,"Drama, Mystery",Argentina,Spanish,decent
7.7867,337,2022,"Crime, Drama",United States,English,decent
7.6397,476,2014,Drama,United States,English,decent
15.7644,200,2003,"Action & Adventure, Animation, Kids",United States,English,decent
10.7598,1133,2010,"Crime, Drama, Mystery",United Kingdom,English,decent
4.1793,322,2021,"Animation, Family, Action & Adventure, Comedy, Kids",Mexico,Spanish,decent
4.9582,2455,2017,"Animation, Action & Adventure, Comedy",Japan,Japanese,decent
2.0762,228,2023,Documentary,United States,English,decent
8.8289,437,2007,"Drama, Sci-Fi & Fantasy, Crime",United States,English,decent
11.0481,280,2020,"Comedy, Family, Sci-Fi & Fantasy",United States,English,decent
2.0429,412,2014,"Sci-Fi & Fantasy, Comedy",South Korea,Korean,decent
8.2351,226,2021,"Soap, Drama",Brazil,Portuguese,decent
1.9241,2002,2020,Drama,Spain,Spanish,decent
1.8113,295,2006,"Animation, Action & Adventure",United States,English,decent
7.9799,210,2011,"Comedy, Kids, Drama",United States,English,decent
8.7537,821,2011,"Drama, Crime, Mystery",United States,English,decent
13.1262,807,1983,"Comedy, Drama, Animation",Japan,Japanese,decent
2.8111,521,2010,"Comedy, Drama",South Korea,Korean,decent
2.4348,305,2020,Drama,United States,English,decent
7.9899,231,2022,Drama,United States,English,decent
6.1743,1666,2011,"Action & Adventure, Mystery, Drama",Spain,Spanish,decent
6.4087,1931,2011,"Drama, Crime",United States,Spanish,decent
2.5305,331,2020,"Comedy, Drama",United States,English,decent
3.7001,237,2022,"Drama, Mystery",United States,English,decent
6.2709,236,2023,"Drama, Mystery, Sci-Fi & Fantasy",China,Chinese,decent
21.4874,1703,2014,"Crime, Drama, Mystery",United States,English,decent
4.3261,403,2023,"Crime, Drama",United States,English,decent
3.979,521,2014,"Drama, Soap",United States,Spanish,decent
3.2173,320,2020,Drama,South Africa,English,decent
16.2545,405,1984,"Animation, Kids, Action & Adventure, Sci-Fi & Fantasy",United States,English,decent
14.5989,657,2018,"Drama, Crime",United States,English,decent
21.4851,548,2016,"Animation, Comedy, Family, Kids, Mystery",United States,English,decent
1.7407,531,2015,"Documentary, Crime",United States,English,decent
8.4699,224,2004,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",United States,English,decent
10.0689,1249,2025,"Drama, Crime","United Kingdom, United States",English,decent
5.3974,905,2001,Comedy,United Kingdom,English,decent
15.0164,797,1965,"Sci-Fi & Fantasy, Comedy, Family",United States,English,decent
1.4748,443,2010,"Comedy, Action & Adventure, Drama",,Spanish,decent
9.3058,285,2006,"Animation, Comedy, Sci-Fi & Fantasy",Japan,Japanese,decent
9.8672,773,1969,"Animation, Mystery, Comedy, Kids, Family",United States,English,decent
14.7206,4129,2021,"Crime, Comedy, Mystery",United States,English,decent
10.567,804,2018,"Sci-Fi & Fantasy, Drama",United Kingdom,English,decent
20.1817,1065,2008,"Action & Adventure, Drama, Sci-Fi & Fantasy",United Kingdom,English,decent
9.12,1439,2014,"Sci-Fi & Fantasy, Drama, Mystery, Action & Adventure",United States,English,decent
10.0773,225,2009,"Comedy, Drama, Soap",Peru,Spanish,decent
5.7226,564,2010,Drama,"United States, Brazil, Colombia",Spanish,decent
23.2252,882,1994,Drama,United States,English,decent
35.3022,1029,2011,"Animation, Comedy",United States,English,decent
24.1307,554,2016,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,decent
6.2454,1002,2014,Reality,Mexico,Spanish,decent
8.8631,346,1998,"Comedy, Reality",United States,English,decent
12.1966,687,2015,"Drama, Comedy",Turkey,Turkish,decent
5.833,203,2015,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",Japan,Japanese,decent
7.5117,246,2005,"Drama, Comedy",Spain,Spanish,decent
14.7419,896,2021,Sci-Fi & Fantasy,United States,English,decent
15.1536,294,2017,"Family, Comedy, Animation",United States,English,decent
19.6288,3571,2021,"Drama, Comedy, Action & Adventure",United States,English,decent
9.497,643,2014,"Drama, Crime, Soap",Mexico,Spanish,decent
12.1585,606,2014,"Drama, Crime, Mystery, Sci-Fi & Fantasy",United States,English,decent
16.9218,664,2004,"Mystery, Drama, Comedy",United States,English,decent
9.6199,500,2004,"Kids, Animation, Family, Sci-Fi & Fantasy, Comedy",United States,English,decent
5.6168,238,2023,"Animation, Sci-Fi & Fantasy, Drama",United States,English,decent
19.2244,587,2003,Documentary,United States,English,decent
11.6379,1342,2020,"Comedy, Sci-Fi & Fantasy, Drama",United States,English,decent
4.1075,227,2018,"Drama, Crime, Action & Adventure",India,Hindi,decent
10.5635,481,2023,"Action & Adventure, Comedy",United States,English,decent
2.842,339,2019,"Drama, Comedy, Soap, Family","Argentina, Brazil",Spanish,decent
9.3325,630,2020,"Action & Adventure, Drama, Crime",United Kingdom,English,decent
13.5968,1348,2013,"Drama, Sci-Fi & Fantasy","United States, Canada",English,decent
24.0434,752,2014,"Talk, Comedy, News",United States,English,decent
4.2757,246,2012,"Animation, Comedy",Japan,Japanese,decent
8.4283,682,1989,"Family, Comedy",United States,English,decent
6.2116,298,2015,"Soap, Drama",Brazil,Portuguese,decent
5.2536,240,1988,"Animation, Kids, Comedy",United Kingdom,English,decent
20.6674,1177,1996,"Comedy, Family, Sci-Fi & Fantasy",United States,English,decent
7.4439,1493,2021,"Drama, Sci-Fi & Fantasy",United States,English,decent
8.0941,673,2006,"Drama, Family, Sci-Fi & Fantasy",Australia,English,decent
1.7789,268,2022,"Documentary, Crime",United States,English,decent
6.3317,265,2018,"Animation, Sci-Fi & Fantasy, Comedy, Action & Adventure",Japan,Japanese,decent
5.6554,462,2003,"Action & Adventure, Animation, Sci-Fi & Fantasy",United States,English,decent
4.213,413,2019,"Sci-Fi & Fantasy, Action & Adventure, Family",United States,English,decent
0.8528,232,2018,"Soap, Comedy, Drama",Mexico,Spanish,decent
5.9781,394,2005,Comedy,United Kingdom,English,decent
12.3873,512,1990,"Animation, Comedy, Family, Kids",United States,English,decent
9.0841,926,2021,"Drama, Mystery, Sci-Fi & Fantasy",United States,English,decent
14.4743,565,2020,"Comedy, Animation, Sci-Fi & Fantasy",United States,English,decent
8.9005,546,2024,"Sci-Fi & Fantasy, Drama",United States,English,decent
2.6133,512,2018,"Drama, Soap",Mexico,Spanish,decent
7.1092,643,2013,"Comedy, Drama",South Korea,Korean,decent
57.8414,963,2010,"Crime, Drama",United States,English,decent
65.5493,1671,2001,"Action & Adventure, Drama, Crime",United States,English,decent
5.2039,1093,2020,"Sci-Fi & Fantasy, Drama, Mystery",Norway,Norwegian,decent
18.6945,2878,2015,"Drama, Crime, Sci-Fi & Fantasy",United States,English,decent
7.116,548,2010,"Comedy, Drama",United States,English,decent
33.5824,1027,1995,"Sci-Fi & Fantasy, Drama, Action & Adventure",United States,English,decent
5.1687,216,2023,"Sci-Fi & Fantasy, Drama",United States,English,decent
9.2935,1537,2021,"Drama, Sci-Fi & Fantasy",United States,English,decent
5.661,349,2020,"Drama, Action & Adventure",United Kingdom,English,decent
13.1462,296,2014,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,decent
20.1093,783,2007,"Drama, Romance",United States,English,decent
2.6783,495,2019,"Mystery, Crime, Drama",United States,English,decent
4.3985,294,2012,"Comedy, Drama",Mexico,Spanish,decent
5.0927,205,2023,"Mystery, Drama",United States,English,decent
7.3169,263,2024,"Animation, Sci-Fi & Fantasy, Action & Adventure",United States,English,decent
23.2659,416,2003,"Crime, Drama, Mystery",United States,English,decent
4.6591,238,2023,"Action & Adventure, Drama",Spain,Spanish,decent
10.4016,491,2023,"Drama, Comedy",United States,English,decent
4.1233,423,2014,"Animation, Drama, Mystery",Japan,Japanese,decent
4.9081,538,1977,Drama,"Italy, United Kingdom",English,decent
9.6766,246,1984,"Comedy, War & Politics",United Kingdom,English,decent
14.7243,1054,1991,"Sci-Fi & Fantasy, Comedy, Family",United States,English,decent
7.757,410,1994,"Animation, Comedy, Family, Sci-Fi & Fantasy, Kids",United States,English,decent
2.7413,366,2020,Drama,United States,English,decent
9.804,997,2024,"Action & Adventure, Drama, Family, Sci-Fi & Fantasy",United States,English,decent
8.8377,2442,2010,"Drama, Action & Adventure, War & Politics",United States,English,decent
2.7724,369,2007,Comedy,Colombia,Spanish,decent
6.9619,515,2008,"Comedy, Family, Kids",United States,English,decent
28.1427,547,2003,Drama,United States,English,decent
10.4265,313,2008,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",Japan,Japanese,decent
1.9326,499,2018,"Drama, Soap",Mexico,Spanish,decent
9.1828,678,2018,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,decent
6.1053,486,2017,Drama,Spain,Spanish,decent
16.9099,276,2020,"Animation, Comedy, Family",United States,English,decent
7.8928,515,2024,"Drama, War & Politics",United States,English,decent
2.2477,484,2021,Documentary,United States,English,decent
6.8442,293,2019,"Mystery, Drama, Sci-Fi & Fantasy",United States,English,decent
4.9319,436,2019,"Sci-Fi & Fantasy, Drama",United States,English,decent
8.0471,1670,2018,"Drama, Comedy",United States,English,decent
14.4926,318,2023,Drama,United States,English,decent
3.8397,200,2019,Drama,United States,English,decent
9.7447,629,1999,"Animation, Comedy, Sci-Fi & Fantasy",United States,English,decent
67.9126,11426,2014,"Drama, Sci-Fi & Fantasy",United States,English,decent
24.7975,669,2006,"Sci-Fi & Fantasy, Comedy, Drama",United States,English,decent
4.8212,1028,2018,"Crime, Drama, War & Politics, Mystery",United Kingdom,English,decent
7.6529,241,1955,"Mystery, Drama, Crime",United States,English,decent
16.8227,261,2022,Drama,United States,English,decent
6.326,252,2020,Drama,United States,English,decent
1.9313,265,2019,"Animation, Comedy",Japan,Japanese,decent
11.5339,305,2015,Drama,United Kingdom,English,decent
6.241,445,2021,"Sci-Fi & Fantasy, Action & Adventure, Animation",United States,English,decent
8.3128,1379,2020,"Sci-Fi & Fantasy, Drama, Mystery",United States,English,decent
6.0901,202,2019,"Drama, Comedy",United States,English,decent
6.8226,220,2025,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",United States,English,decent
6.5501,1639,2016,"Drama, Sci-Fi & Fantasy",United States,English,decent
8.5982,307,2021,"Crime, Drama",United States,English,decent
4.3017,487,2013,"Drama, Soap",Mexico,Spanish,decent
3.6852,421,2010,Comedy,South Korea,Korean,decent
26.761,928,2019,"Crime, Drama, Mystery",United States,English,decent
9.107,733,2012,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",United States,English,decent
